_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,validation_log,abstr_da,abstr_utt,da,type,utt
922694092,3/31/2016 12:21:23,1944799022,3/31/2016 12:19:55,false,zoombucks,1.0,4711962,CAN,ON,Markham,76.68.127.235,"{""text"":""pm afternoon option"",""result"":""yes""}",pm afternoon option,,"inform(ampm=""*AMPM"")",no is there an option at *NUMBER *AMPM,ampm=pm,confirm,no is there an option at *NUMBER pm
922694092,3/31/2016 14:06:38,1944832629,3/31/2016 14:05:22,false,elite,0.75,36350388,USA,FL,Lehigh Acres,76.1.167.61,"{""text"":""A connection in the evening."",""result"":""yes""}",A connection in the evening.,,"inform(ampm=""*AMPM"")",no is there an option at *NUMBER *AMPM,ampm=pm,confirm,no is there an option at *NUMBER pm
922694093,3/31/2016 12:26:34,1944803805,3/31/2016 12:25:43,false,zoombucks,1.0,4711962,CAN,ON,Markham,76.68.127.235,"{""text"":""take subway connection"",""result"":""yes""}",take subway connection,,"inform(vehicle=""*VEHICLE"")",a way to go not by *VEHICLE,vehicle=subway,confirm,a way to go not by subway
922694093,3/31/2016 12:47:50,1944823818,3/31/2016 12:46:57,false,elite,0.75,36350388,USA,FL,Lehigh Acres,76.1.167.61,"{""text"":""A subway connection."",""result"":""yes""}",A subway connection.,,"inform(vehicle=""*VEHICLE"")",a way to go not by *VEHICLE,vehicle=subway,confirm,a way to go not by subway
922694094,3/31/2016 12:25:42,1944802989,3/31/2016 12:24:00,false,zoombucks,1.0,4711962,CAN,ON,Markham,76.68.127.235,"{""text"":""at any connection"",""result"":""yes""}",at any connection,,"inform(alternative=""dontcare"")",are there any connections,alternative=dontcare,confirm,are there any connections
922694094,3/31/2016 12:46:56,1944822895,3/31/2016 12:45:17,false,elite,0.75,36350388,USA,FL,Lehigh Acres,76.1.167.61,"{""text"":""Any connection."",""result"":""yes""}",Any connection.,,"inform(alternative=""dontcare"")",are there any connections,alternative=dontcare,confirm,are there any connections
922694095,3/31/2016 12:24:00,1944801504,3/31/2016 12:22:47,false,zoombucks,1.0,4711962,CAN,ON,Markham,76.68.127.235,"{""text"":""not found to cathedral parkway"",""result"":""yes""}",not found to cathedral parkway,,"inform(to_stop=""*STOP"")",i wanna go to *STOP,"*=notfound, to_stop=Cathedral Parkway",apologize,i wanna go to Cathedral Parkway
922694095,3/31/2016 12:45:16,1944821031,3/31/2016 12:43:36,false,elite,0.75,36350388,USA,FL,Lehigh Acres,76.1.167.61,"{""text"":""I apologize i can not find a connection to Cathedral Parkway."",""result"":""yes""}",I apologize i can not find a connection to Cathedral Parkway.,,"inform(to_stop=""*STOP"")",i wanna go to *STOP,"*=notfound, to_stop=Cathedral Parkway",apologize,i wanna go to Cathedral Parkway
922694096,3/31/2016 12:21:23,1944799024,3/31/2016 12:19:55,false,zoombucks,1.0,4711962,CAN,ON,Markham,76.68.127.235,"{""text"":""not found from penn station"",""result"":""yes""}",not found from penn station,,"inform(from_stop=""*STREET"")",so i want to find a connection from *STOP,"*=notfound, from_stop=Penn Station",apologize,so i want to find a connection from Penn Station
922694096,3/31/2016 14:06:38,1944832632,3/31/2016 14:05:22,false,elite,0.75,36350388,USA,FL,Lehigh Acres,76.1.167.61,"{""text"":""I'm sorry I can not find a connection from Penn Station."",""result"":""yes""}",I'm sorry I can not find a connection from Penn Station.,,"inform(from_stop=""*STREET"")",so i want to find a connection from *STOP,"*=notfound, from_stop=Penn Station",apologize,so i want to find a connection from Penn Station
922694097,3/31/2016 12:21:23,1944799025,3/31/2016 12:19:55,false,zoombucks,1.0,4711962,CAN,ON,Markham,76.68.127.235,"{""text"":""not found to columbia university"",""result"":""yes""}",not found to columbia university,,"inform(to_stop=""*STOP"")",change my destination to *STOP,"*=notfound, to_stop=Columbia University",apologize,change my destination to Columbia University
922694097,3/31/2016 14:06:38,1944832634,3/31/2016 14:05:22,false,elite,0.75,36350388,USA,FL,Lehigh Acres,76.1.167.61,"{""text"":""I'm sorry I can not find a connection to Columbia University."",""result"":""yes""}",I'm sorry I can not find a connection to Columbia University.,,"inform(to_stop=""*STOP"")",change my destination to *STOP,"*=notfound, to_stop=Columbia University",apologize,change my destination to Columbia University
922694098,3/31/2016 12:22:45,1944800261,3/31/2016 12:21:26,false,zoombucks,1.0,4711962,CAN,ON,Markham,76.68.127.235,"{""text"":""at next connection"",""result"":""yes""}",at next connection,,"inform(alternative=""next"")",is there another connection after,alternative=next,confirm,is there another connection after
922694098,3/31/2016 12:43:35,1944819505,3/31/2016 12:41:42,false,elite,0.75,36350388,USA,FL,Lehigh Acres,76.1.167.61,"{""text"":""A next connection."",""result"":""yes""}",A next connection.,,"inform(alternative=""next"")",is there another connection after,alternative=next,confirm,is there another connection after
922694099,3/31/2016 12:25:42,1944802990,3/31/2016 12:24:00,false,zoombucks,1.0,4711962,CAN,ON,Markham,76.68.127.235,"{""text"":""not found take subway"",""result"":""yes""}",not found take subway,,"inform(vehicle=""*VEHICLE"")",a *NUMBER o clock *VEHICLE,"*=notfound, vehicle=subway",apologize,a *NUMBER o clock subway
922694099,3/31/2016 12:46:56,1944822905,3/31/2016 12:45:17,false,elite,0.75,36350388,USA,FL,Lehigh Acres,76.1.167.61,"{""text"":""I'm sorry I can not find a subway connection."",""result"":""yes""}",I'm sorry I can not find a subway connection.,,"inform(vehicle=""*VEHICLE"")",a *NUMBER o clock *VEHICLE,"*=notfound, vehicle=subway",apologize,a *NUMBER o clock subway
