_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,validation_log,abstr_da,abstr_utt,da,type,utt
914804000,3/23/2016 13:52:31,1932246920,3/23/2016 13:50:11,false,elite,1.0,36350388,USA,FL,Lehigh Acres,76.1.163.213,"{""text"":""At 7:30 am."",""result"":""yes""}",At 7:30 am.,,"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&request(duration)",and i would like to know the duration of the trip and find out the connections at *NUMBER *NUMBER *AMPM,"departure_time=7:30, ampm=am",confirm,and i would like to know the duration of the trip and find out the connections at seven thirty am
914804001,3/23/2016 11:55:10,1932202108,3/23/2016 11:52:45,false,zoombucks,1.0,4711962,CAN,ON,Markham,74.15.42.232,"{""text"":""to central park"",""result"":""yes""}",to central park,,"inform(to_stop=""*STOP"")",i want to travel to *STOP,to_stop=Central Park,confirm,i want to travel to Central Park
914804002,3/23/2016 12:39:41,1932218919,3/23/2016 12:37:18,false,gifthunterclub,1.0,34737109,USA,CA,Los Angeles,38.95.108.244,"{""text"":""I understand that you want to go to Union Square"",""result"":""yes""}",I understand that you want to go to Union Square,,"inform(to_stop=""*STOP"")",my destination is *STOP,to_stop=Union Square,confirm,my destination is Union Square
914804003,3/23/2016 11:59:10,1932203957,3/23/2016 11:57:28,false,zoombucks,1.0,4711962,CAN,ON,Markham,74.15.42.232,"{""text"":""take the next 79 minutes"",""result"":""yes""}",take the next 79 minutes,,"request(duration)&inform(alternative=""next"")",what about time requirements to find out the next connection,confirm: alternative=next; reply: duration=79 minutes,confirm-reply,what about time requirements to find out the next connection
914804004,3/23/2016 12:02:59,1932205525,3/23/2016 12:00:39,false,zoombucks,1.0,4711962,CAN,ON,Markham,74.15.42.232,"{""text"":""not found take the bus to inwood"",""result"":""yes""}",not found take the bus to inwood,,"inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")",ride on the *VEHICLE from delancey to *STOP,"*=notfound, to_stop=Inwood, vehicle=bus",apologize,ride on the bus from delancey to Inwood
914804005,3/23/2016 13:25:49,1932235665,3/23/2016 13:18:10,false,elite,1.0,32799278,GBR,V2,Glasgow,81.136.90.48,"{""text"":""not found  from Broad Street "",""result"":""yes""}",not found  from Broad Street,,"inform(from_stop=""*STREET"")",i'm departing from *STOP,"*=notfound, from_stop=Broad Street",apologize,i'm departing from Broad Street
914804006,3/23/2016 12:39:41,1932218922,3/23/2016 12:37:18,false,gifthunterclub,1.0,34737109,USA,CA,Los Angeles,38.95.108.244,"{""text"":""Sorry, i did not found any connection at 10:00 am"",""result"":""yes""}","Sorry, i did not found any connection at 10:00 am",,"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",is there a connection at *NUMBER *AMPM,"*=notfound, departure_time=10:00, ampm=am",apologize,is there a connection at ten am
914804007,3/23/2016 12:05:00,1932206229,3/23/2016 12:02:34,false,prodege,1.0,32850083,GBR,L9,Sheffield,92.239.198.197,"{""text"":""I'm sorry I cannot find any information on the subway"",""result"":""yes""}",I'm sorry I cannot find any information on the subway,,"inform(vehicle=""*VEHICLE"")",connection by *VEHICLE,"*=notfound, vehicle=subway",apologize,connection by subway
914804008,3/23/2016 12:05:00,1932206231,3/23/2016 12:02:34,false,prodege,1.0,32850083,GBR,L9,Sheffield,92.239.198.197,"{""text"":""I'm sorry I cannot find anything going to Dyckman Street"",""result"":""yes""}",I'm sorry I cannot find anything going to Dyckman Street,,"inform(to_stop=""*STOP"")",how to travel to *STOP,"*=notfound, to_stop=Dyckman Street",apologize,how to travel to Dyckman Street
914804009,3/23/2016 12:08:09,1932207500,3/23/2016 12:06:33,false,prodege,1.0,32850083,GBR,L9,Sheffield,92.239.198.197,"{""text"":""Can I confirm you wish to leave at 5:00 pm on the subway and can I ask where you are travelling to?"",""result"":""yes""}",Can I confirm you wish to leave at 5:00 pm on the subway and can I ask where you are travelling to?,,"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")",could i get a *VEHICLE route at *NUMBER in the *AMPM,"confirm: departure_time=5:00, ampm=pm, vehicle=subway; request: from_stop=?, to_stop=?",confirm-request,could i get a subway route at five in the afternoon
914804010,3/23/2016 13:52:31,1932246916,3/23/2016 13:50:11,false,elite,1.0,36350388,USA,FL,Lehigh Acres,76.1.163.213,"{""text"":""I'm sorry there is no subway connection."",""result"":""yes""}",I'm sorry there is no subway connection.,,"inform(vehicle=""*VEHICLE"")",i would rather take the *VEHICLE,"*=notfound, vehicle=subway",apologize,i would rather take the subway
914804011,3/23/2016 11:57:27,1932203127,3/23/2016 11:55:10,false,zoombucks,1.0,4711962,CAN,ON,Markham,74.15.42.232,"{""text"":""from where to where"",""result"":""yes""}",from where to where,,"inform(vehicle=""*VEHICLE"")",a way to go not by *VEHICLE,"from_stop=?, to_stop=?",request,a way to go not by bus
914804012,3/23/2016 12:00:38,1932204554,3/23/2016 11:59:10,false,zoombucks,1.0,4711962,CAN,ON,Markham,74.15.42.232,"{""text"":""take the bus from where to where"",""result"":""yes""}",take the bus from where to where,,"inform(vehicle=""*VEHICLE"")",*VEHICLE line,"confirm: vehicle=bus; request: from_stop=?, to_stop=?",confirm-request,bus line
914804013,3/23/2016 12:06:32,1932206792,3/23/2016 12:05:01,false,prodege,1.0,32850083,GBR,L9,Sheffield,92.239.198.197,"{""text"":""And can I ask where you are travelling from?"",""result"":""yes""}",And can I ask where you are travelling from?,,"inform(to_stop=""*STREET"")",my destination is *STOP c o r t l a n d t st-,from_stop=?,request,my destination is Grand Street c o r t l a n d t st-
914804014,3/23/2016 13:11:14,1932230043,3/23/2016 12:57:58,false,gifthunterclub,1.0,24043308,GBR,J7,Harrogate,86.140.197.234,"{""text"":""I am unable to tell you the next connection"",""result"":""yes""}",I am unable to tell you the next connection,,"request(departure_time=""*DEPARTURE_TIME"")&inform(alternative=""next"")",when is the next connection,alternative=next,confirm,when is the next connection
914804015,3/23/2016 12:08:09,1932207495,3/23/2016 12:06:33,false,prodege,1.0,32850083,GBR,L9,Sheffield,92.239.198.197,"{""text"":""I'm sorry I cannot find any connection leaveing Central Park"",""result"":""yes""}",I'm sorry I cannot find any connection leaveing Central Park,,"inform(to_stop=""*STREET"")",i would like to go to *STOP f-,"*=notfound, to_stop=Central Park",apologize,i would like to go to Central Park f-
