_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,abstr_da,abstr_utt,da,type,utt
881300345,2/12/2016 18:41:03,1892729712,2/12/2016 18:38:18,false,zoombucks,1.0,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""the duration is 27 minutes"",""result"":""yes""}",the duration is 27 minutes,request(duration),how long does it take how much,duration=27 minutes,reply,how long does it take how much
881300345,2/12/2016 19:08:03,1892744692,2/12/2016 19:06:06,false,instagc,0.5,22981457,CAN,ON,Kitchener,68.69.129.215,"{""text"":""The duration is 27 minutes "",""result"":""yes""}",The duration is 27 minutes,request(duration),how long does it take how much,duration=27 minutes,reply,how long does it take how much
881300345,2/12/2016 20:15:40,1892781107,2/12/2016 20:11:06,false,instagc,0.3333,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""It will be roughly 27 minutes"",""result"":""yes""}",It will be roughly 27 minutes,request(duration),how long does it take how much,duration=27 minutes,reply,how long does it take how much
881300346,2/12/2016 18:23:39,1892720373,2/12/2016 18:20:21,false,zoombucks,1.0,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""arrival time for now is 7:42am"",""result"":""yes""}",arrival time for now is 7:42am,"request(arrival_time=""*ARRIVAL_TIME"")",and what time will i be there,arrival_time=7:42am,reply,and what time will i be there
881300346,2/12/2016 19:02:36,1892740793,2/12/2016 19:00:31,false,instagc,0.5,22981457,CAN,ON,Kitchener,68.69.129.215,"{""text"":""Arrival time is 7:42am"",""result"":""yes""}",Arrival time is 7:42am,"request(arrival_time=""*ARRIVAL_TIME"")",and what time will i be there,arrival_time=7:42am,reply,and what time will i be there
881300346,2/12/2016 19:18:41,1892750928,2/12/2016 19:04:13,false,instagc,0.3333,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""You should arrive by 7:42am"",""result"":""yes""}",You should arrive by 7:42am.,"request(arrival_time=""*ARRIVAL_TIME"")",and what time will i be there,arrival_time=7:42am,reply,and what time will i be there
881300347,2/12/2016 18:23:39,1892720370,2/12/2016 18:20:21,false,zoombucks,1.0,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""you can take subway any am or pm"",""result"":""yes""}",you can take subway any am or pm,"inform(time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")",is there another alternative for *NUMBER o'clock in the *AMPM by taking the *VEHICLE,"ampm=pm, vehicle=subway",confirm,is there another alternative for *NUMBER o'clock in the afternoon by taking the subway
881300347,2/12/2016 19:02:36,1892740800,2/12/2016 19:00:31,false,instagc,0.5,22981457,CAN,ON,Kitchener,68.69.129.215,"{""text"":""I understand you would like to find an alternative pm subway"",""result"":""yes""}",I understand you would like to find an alternative pm subway,"inform(time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")",is there another alternative for *NUMBER o'clock in the *AMPM by taking the *VEHICLE,"ampm=pm, vehicle=subway",confirm,is there another alternative for *NUMBER o'clock in the afternoon by taking the subway
881300347,2/12/2016 19:18:41,1892750926,2/12/2016 19:04:13,false,instagc,0.3333,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""At 4 pm  you can catch the next.subway"",""result"":""yes""}",At 4 pm  you can catch the next subway.,"inform(time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")",is there another alternative for *NUMBER o'clock in the *AMPM by taking the *VEHICLE,"ampm=pm, vehicle=subway",confirm,is there another alternative for *NUMBER o'clock in the afternoon by taking the subway
881300348,2/12/2016 18:23:39,1892720376,2/12/2016 18:20:21,false,zoombucks,1.0,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""the distance is 1.2 miles duration is 62 minutes"",""result"":""yes""}",the distance is 1.2 miles duration is 62 minutes,request(duration)&request(distance),what is the how long is that trip,"distance=1.2 miles, duration=62 minutes",reply,what is the how long is that trip
881300348,2/12/2016 19:02:36,1892740792,2/12/2016 19:00:31,false,instagc,0.5,22981457,CAN,ON,Kitchener,68.69.129.215,"{""text"":""The trip's distance is 1.2 miles and 62 minutes"",""result"":""yes""}",The trip's distance is 1.2 miles and 62 minutes,request(duration)&request(distance),what is the how long is that trip,"distance=1.2 miles, duration=62 minutes",reply,what is the how long is that trip
