_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,validation_log,abstr_da,abstr_utt,da,type,utt
887359115,2/19/2016 19:22:12,1899603268,2/19/2016 19:20:13,false,clixsense,0.5043,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""from Chambers Street to where, madam"",""result"":""yes""}","from Chambers Street to where, madam",,"inform(from_stop=""*STREET"")",from *STOP,confirm: from_stop=Chambers Street; request: to_stop=?,confirm-request,from Chambers Street
887359115,2/19/2016 19:45:57,1899629385,2/19/2016 19:44:03,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""from stop Chambers Street to what stop"",""result"":""yes""}",from stop Chambers Street to what stop,,"inform(from_stop=""*STREET"")",from *STOP,confirm: from_stop=Chambers Street; request: to_stop=?,confirm-request,from Chambers Street
887359115,2/19/2016 20:13:06,1899666257,2/19/2016 20:11:09,false,clixsense,0.64,31738779,CAN,ON,Toronto,23.91.150.221,"{""text"":""You want to travel from Chambers Street to where?"",""result"":""yes""}",You want to travel from Chambers Street to where?,,"inform(from_stop=""*STREET"")",from *STOP,confirm: from_stop=Chambers Street; request: to_stop=?,confirm-request,from Chambers Street
887359116,2/19/2016 19:28:33,1899607854,2/19/2016 19:27:36,false,clixsense,0.5043,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""a lot connects Canal Street to Lincoln Center"",""result"":""yes""}",a lot connects Canal Street to Lincoln Center,,"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")",i want to leave from *STOP and go to *STOP,"to_stop=Lincoln Center, from_stop=Canal Street",confirm,i want to leave from Canal Street and go to Lincoln Center
887359116,2/19/2016 20:43:02,1899688031,2/19/2016 20:37:27,false,clixsense,0.64,31738779,CAN,ON,Toronto,23.91.150.221,"{""text"":""You want to travel from Canal Street to Lincoln Center."",""result"":""yes""}",You want to travel from Canal Street to Lincoln Center.,,"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")",i want to leave from *STOP and go to *STOP,"to_stop=Lincoln Center, from_stop=Canal Street",confirm,i want to leave from Canal Street and go to Lincoln Center
887359116,2/19/2016 20:58:20,1899698436,2/19/2016 20:56:33,false,instagc,0.5433,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""Alrighty then from Canal Street to Lincoln Center"",""result"":""yes""}",Alrighty then from Canal Street to Lincoln Center,,"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")",i want to leave from *STOP and go to *STOP,"to_stop=Lincoln Center, from_stop=Canal Street",confirm,i want to leave from Canal Street and go to Lincoln Center
887359117,2/19/2016 16:59:17,1899304869,2/19/2016 16:46:04,false,clixsense,0.55,21875134,GBR,"","",146.90.159.160,"{""text"":""You want to go from Penn Station to Central Park"",""result"":""yes""}",You want to go from Penn Station to Central Park,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")",yes i need a ride from *STOP to *STOP,"from_stop=Penn Station, to_stop=Central Park",confirm,yes i need a ride from Penn Station to Central Park
887359117,2/19/2016 17:34:42,1899341732,2/19/2016 17:31:55,false,instagc,0.6245,20312760,GBR,K1,Oldham,78.145.179.8,"{""text"":""You want to go from Penn Station to Central Park"",""result"":""yes""}",You want to go from Penn Station to Central Park,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")",yes i need a ride from *STOP to *STOP,"from_stop=Penn Station, to_stop=Central Park",confirm,yes i need a ride from Penn Station to Central Park
887359117,2/19/2016 18:36:50,1899500923,2/19/2016 18:31:36,false,elite,0.7417,31994588,GBR,H9,London,165.225.80.89,"{""text"":""You would like to travel from Penn Station the Central Park"",""result"":""yes""}",You would like to travel from Penn Station the Central Park,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")",yes i need a ride from *STOP to *STOP,"from_stop=Penn Station, to_stop=Central Park",confirm,yes i need a ride from Penn Station to Central Park
887359118,2/19/2016 16:59:17,1899304871,2/19/2016 16:46:04,false,clixsense,0.55,21875134,GBR,"","",146.90.159.160,"{""text"":""OK, you want a later option"",""result"":""yes""}","OK, you want a later option",,"inform(alternative=""next"")",is there a later option,alternative=next,confirm,is there a later option
887359118,2/19/2016 17:34:42,1899341733,2/19/2016 17:31:55,false,instagc,0.6245,20312760,GBR,K1,Oldham,78.145.179.8,"{""text"":""You want a later option"",""result"":""yes""}",You want a later option,,"inform(alternative=""next"")",is there a later option,alternative=next,confirm,is there a later option
887359118,2/19/2016 18:36:50,1899500922,2/19/2016 18:31:36,false,elite,0.7417,31994588,GBR,H9,London,165.225.80.89,"{""text"":""you would like to find a later service"",""result"":""yes""}",you would like to find a later service,,"inform(alternative=""next"")",is there a later option,alternative=next,confirm,is there a later option
887359119,2/19/2016 19:26:21,1899606212,2/19/2016 19:24:47,false,clixsense,0.5043,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""take subway line Q from Park Place direction Roosevelt Island at 10:01pm"",""result"":""yes""}",take subway line Q from Park Place direction Roosevelt Island at 10:01pm,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",i want to find a connection from *STOP queen to *STOP,"departure_time=10:01pm, line=Q, from_stop=Park Place, direction=Roosevelt Island, vehicle=subway",reply,i want to find a connection from Park Place queen to Roosevelt Island
887359119,2/19/2016 20:35:10,1899683581,2/19/2016 20:28:36,false,clixsense,0.64,31738779,CAN,ON,Toronto,23.91.150.221,"{""text"":""Take the subway line Q at 10:01pm from Park Place direction Roosevelt Island."",""result"":""yes""}",Take the subway line Q at 10:01pm from Park Place direction Roosevelt Island.,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",i want to find a connection from *STOP queen to *STOP,"departure_time=10:01pm, line=Q, from_stop=Park Place, direction=Roosevelt Island, vehicle=subway",reply,i want to find a connection from Park Place queen to Roosevelt Island
887359119,2/19/2016 21:12:23,1899708653,2/19/2016 21:07:58,false,instagc,0.5433,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""I suggest you take the 10:01pm Q subway from Park Place to Roosevelt Island"",""result"":""yes""}",I suggest you take the 10:01pm Q subway from Park Place to Roosevelt Island,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",i want to find a connection from *STOP queen to *STOP,"departure_time=10:01pm, line=Q, from_stop=Park Place, direction=Roosevelt Island, vehicle=subway",reply,i want to find a connection from Park Place queen to Roosevelt Island
887359120,2/19/2016 19:28:33,1899607843,2/19/2016 19:27:36,false,clixsense,0.5043,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""take bus line M14 at 9:10am from Wall Street to Bowling Green"",""result"":""yes""}",take bus line M14 at 9:10am from Wall Street to Bowling Green,,"inform(to_stop=""*STREET"")",my destination is *STOP,"vehicle=bus, line=M14, departure_time=9:10am, direction=Bowling Green, from_stop=Wall Street",reply,my destination is Bowling Green
887359120,2/19/2016 20:43:02,1899688027,2/19/2016 20:37:27,false,clixsense,0.64,31738779,CAN,ON,Toronto,23.91.150.221,"{""text"":""Take the M14 bus at 9:10am direction Bowling Green from Wall Street."",""result"":""yes""}",Take the M14 bus at 9:10am direction Bowling Green from Wall Street.,,"inform(to_stop=""*STREET"")",my destination is *STOP,"vehicle=bus, line=M14, departure_time=9:10am, direction=Bowling Green, from_stop=Wall Street",reply,my destination is Bowling Green
887359120,2/19/2016 20:58:20,1899698434,2/19/2016 20:56:33,false,instagc,0.5433,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""Please take the M14 bus at 9:10am to Bowling Green from Wall Street"",""result"":""yes""}",Please take the M14 bus at 9:10am to Bowling Green from Wall Street,,"inform(to_stop=""*STREET"")",my destination is *STOP,"vehicle=bus, line=M14, departure_time=9:10am, direction=Bowling Green, from_stop=Wall Street",reply,my destination is Bowling Green
887359121,2/19/2016 17:43:13,1899356663,2/19/2016 17:41:36,false,instagc,0.6245,20312760,GBR,K1,Oldham,78.145.179.8,"{""text"":""you want to go from dyckman street to chambers street"",""result"":""yes""}",you want to go from dyckman street to chambers street,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")",public transport from *STOP to *STOP ,"from_stop=Dyckman Street, to_stop=Chambers Street",confirm,public transport from Dyckman Street to Chambers Street 
887359121,2/19/2016 18:55:08,1899572514,2/19/2016 18:51:41,false,elite,0.7417,31994588,GBR,H9,London,165.225.80.89,"{""text"":""you would like to travel from Dyckman Street to Chambers Street"",""result"":""yes""}",you would like to travel from Dyckman Street to Chambers Street,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")",public transport from *STOP to *STOP ,"from_stop=Dyckman Street, to_stop=Chambers Street",confirm,public transport from Dyckman Street to Chambers Street 
887359121,2/19/2016 19:13:57,1899597322,2/19/2016 19:10:51,false,clixsense,0.5043,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""do You need transportation from Dyckman Street to Chambers Street"",""result"":""yes""}",do You need transportation from Dyckman Street to Chambers Street,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")",public transport from *STOP to *STOP ,"from_stop=Dyckman Street, to_stop=Chambers Street",confirm,public transport from Dyckman Street to Chambers Street 
887359122,2/19/2016 19:03:37,1899589918,2/19/2016 19:00:12,false,elite,0.7417,31994588,GBR,H9,London,165.225.80.89,"{""text"":""you would like to travel by subway"",""result"":""yes""}",you would like to travel by subway,,"inform(vehicle=""*VEHICLE"")&request(duration)",time requirement for a *VEHICLE connection,vehicle=subway,confirm,time requirement for a subway connection
887359122,2/19/2016 19:20:12,1899601849,2/19/2016 19:18:16,false,clixsense,0.5043,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""take the subway anytime, sir"",""result"":""yes""}","take the subway anytime, sir",,"inform(vehicle=""*VEHICLE"")&request(duration)",time requirement for a *VEHICLE connection,vehicle=subway,confirm,time requirement for a subway connection
887359122,2/19/2016 19:41:21,1899622510,2/19/2016 19:37:02,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""you can connect  subway at what stop"",""result"":""yes""}",you can connect  subway at what stop,,"inform(vehicle=""*VEHICLE"")&request(duration)",time requirement for a *VEHICLE connection,vehicle=subway,confirm,time requirement for a subway connection
887359123,2/19/2016 19:03:37,1899589917,2/19/2016 19:00:12,false,elite,0.7417,31994588,GBR,H9,London,165.225.80.89,"{""text"":""sorry a service to City Hall is not found"",""result"":""yes""}",sorry a service to City Hall is not found,,"inform(to_stop=""*STREET"")",ok i would like to go to *STOP,"*=notfound, to_stop=City Hall",apologize,ok i would like to go to City Hall
