_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,abstr_da,abstr_utt,da,type,utt
882535762,2/15/2016 22:42:37,1894890996,2/15/2016 22:36:25,false,clixsense,0.4,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""You can do that if you catch the bus R, which is going from Canal Street, to Wall Street at 8:03pm, from our subway."",""result"":""yes""}","You can do that if you catch the bus R, which is going from Canal Street, to Wall Street at 8:03pm, from our subway.","inform(to_stop=""*STREET"")",no i would like to go to *STOP,"direction=Wall Street, line=R, from_stop=Canal Street, departure_time=8:03pm, vehicle=subway",reply,no i would like to go to Wall Street
882535762,2/15/2016 22:46:49,1894893069,2/15/2016 22:33:26,false,neodev,0.4167,23017572,USA,CA,Santa Ana,67.215.241.20,"{""text"":""well sir you just need to take the subway in Canal Street and board the train in the line R at 8:03pm to Wall Street"",""result"":""yes""}",well sir you just need to take the subway in Canal Street and board the train in the line R at 8:03pm to Wall Street,"inform(to_stop=""*STREET"")",no i would like to go to *STOP,"direction=Wall Street, line=R, from_stop=Canal Street, departure_time=8:03pm, vehicle=subway",reply,no i would like to go to Wall Street
882535762,2/16/2016 06:54:00,1895249614,2/16/2016 06:45:08,false,instagc,1.0,36373845,USA,LA,Denham Springs,98.181.7.167,"{""text"":""You can travel to Wall Street by getting on the R bus toward Canal Street. Arrival will be at 8:03pm. Alternatively, the subway is an option."",""result"":""yes""}","You can travel to Wall Street by getting on the R bus toward Canal Street. Arrival will be at 8:03pm. Alternatively, the subway is an option.","inform(to_stop=""*STREET"")",no i would like to go to *STOP,"direction=Wall Street, line=R, from_stop=Canal Street, departure_time=8:03pm, vehicle=subway",reply,no i would like to go to Wall Street
882535763,2/15/2016 20:36:18,1894809223,2/15/2016 20:34:16,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""A ride at a later time? Let me just see what time the next one is."",""result"":""yes""}",A ride at a later time? Let me just see what time the next one is.,"inform(alternative=""next"")",is there a ride at a later time,alternative=next,confirm,is there a ride at a later time
882535763,2/15/2016 22:50:28,1894895116,2/15/2016 22:46:45,false,clixsense,0.4,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""Yes,there is the option in a next hour time."",""result"":""yes""}","Yes,there is the option in a next hour time.","inform(alternative=""next"")",is there a ride at a later time,alternative=next,confirm,is there a ride at a later time
882535763,2/15/2016 22:53:02,1894896635,2/15/2016 22:44:35,false,bitcoinget,0.3333,28503763,USA,CA,San Francisco,107.217.187.33,"{""text"":""I see you wish if there will be a next car."",""result"":""yes""}",I see you wish if there will be a next car.,"inform(alternative=""next"")",is there a ride at a later time,alternative=next,confirm,is there a ride at a later time
882535764,2/15/2016 11:12:36,1894378918,2/15/2016 11:08:54,false,zoombucks,0.5,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""the next later alternative would be from what stop to what stop"",""result"":""yes""}",the next later alternative would be from what stop to what stop,"inform(alternative=""next"")",is there a later alternative,alternative=next,confirm,is there a later alternative
882535764,2/15/2016 11:33:05,1894396632,2/15/2016 11:22:43,false,clixsense,0.4,30777913,GBR,U8,Edinburgh,80.193.171.244,,The next alternative way for you is tomorrow at 8:00am.,"inform(alternative=""next"")",is there a later alternative,alternative=next,confirm,is there a later alternative
882535764,2/15/2016 22:36:49,1894887880,2/15/2016 22:27:55,false,bitcoinget,0.3333,28503763,USA,CA,San Francisco,107.217.187.33,"{""text"":""please take the next train."",""result"":""yes""}",I see you wish to know the next alternative.,"inform(alternative=""next"")",is there a later alternative,alternative=next,confirm,is there a later alternative
882535765,2/15/2016 11:12:36,1894378922,2/15/2016 11:08:54,false,zoombucks,0.5,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""you can arrive at the destination at 7:43pm from what stop to what stop"",""result"":""yes""}",you can arrive at the destination at 7:43pm from what stop to what stop,"request(arrival_time=""*ARRIVAL_TIME"")",what's the arrival time at the destination,arrival_time=7:43pm,reply,what's the arrival time at the destination
