_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,validation_log,abstr_da,abstr_utt,da,type,utt
923877058,4/1/2016 13:58:44,1946315705,4/1/2016 13:49:15,false,cf_internal,1.0,32260140,USA,VA,Ashburn,54.221.83.184,"{""text"":""A next connection is available in 55 minutes"",""result"":""yes""}","A next connection is available in 55 minutes and you also want next connection, right?",,"request(duration)&inform(alternative=""next"")",time requirements and next connection,confirm: alternative=next; reply: duration=55 minutes,confirm-reply,time requirements and next connection
923877058,4/1/2016 14:05:27,1946326346,4/1/2016 13:50:02,false,cf_internal,0.75,37112991,USA,VA,Ashburn,54.221.83.184,"{""text"":""Ok, I am searching for next connection. It takes 55 minutes."",""result"":""yes""}","Ok, I am searching for next connection. It takes 55 minutes.",,"request(duration)&inform(alternative=""next"")",time requirements and next connection,confirm: alternative=next; reply: duration=55 minutes,confirm-reply,time requirements and next connection
923877059,4/1/2016 13:58:44,1946315710,4/1/2016 13:49:15,false,cf_internal,1.0,32260140,USA,VA,Ashburn,54.221.83.184,"{""text"":""I am sorry I cannot find a connection in 15 minutes."",""result"":""yes""}",I am sorry I cannot find a connection in 15 minutes.,,"inform(departure_time_rel=""*TIME_REL"")",in *NUMBER minutes,"*=notfound, departure_time_rel=0:15",apologize,in fifteen minutes
923877059,4/1/2016 14:05:27,1946326349,4/1/2016 13:50:02,false,cf_internal,0.75,37112991,USA,VA,Ashburn,54.221.83.184,"{""text"":""I am sorry but I cannot find anything  leaving in 15 minutes"",""result"":""yes""}",I am sorry but I cannot find anything  leaving in 15 minutes.,,"inform(departure_time_rel=""*TIME_REL"")",in *NUMBER minutes,"*=notfound, departure_time_rel=0:15",apologize,in fifteen minutes
923877060,4/1/2016 13:58:44,1946315706,4/1/2016 13:49:15,false,cf_internal,1.0,32260140,USA,VA,Ashburn,54.221.83.184,"{""text"":""OK, you want connection in twenty minutes."",""result"":""yes""}","OK, you want connection in twenty minutes.",,"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",yes connection in *NUMBER minutes,departure_time_rel=0:20,confirm,yes connection in twenty minutes
923877060,4/1/2016 14:05:27,1946326345,4/1/2016 13:50:02,false,cf_internal,0.75,37112991,USA,VA,Ashburn,54.221.83.184,"{""text"":""Ok, I am searching a connection that leaves in twenty minutes."",""result"":""yes""}","Ok, I am searching a connection that leaves in twenty minutes.",,"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",yes connection in *NUMBER minutes,departure_time_rel=0:20,confirm,yes connection in twenty minutes
923877061,4/1/2016 13:58:44,1946315714,4/1/2016 13:49:15,false,cf_internal,1.0,32260140,USA,VA,Ashburn,54.221.83.184,"{""text"":""I am sorry. I cannot find next connection."",""result"":""yes""}",I am sorry. I cannot find next connection.,,"inform(alternative=""next"")",is there a later alternative,"*=notfound, alternative=next",apologize,is there a later alternative
923877061,4/1/2016 14:05:27,1946326348,4/1/2016 13:50:02,false,cf_internal,0.75,37112991,USA,VA,Ashburn,54.221.83.184,"{""text"":""I am sorry but there are no alternatives for going later."",""result"":""yes""}",I am sorry but there are no alternatives for going later.,,"inform(alternative=""next"")",is there a later alternative,"*=notfound, alternative=next",apologize,is there a later alternative
923877062,4/1/2016 13:58:44,1946315707,4/1/2016 13:49:15,false,cf_internal,1.0,32260140,USA,VA,Ashburn,54.221.83.184,"{""text"":""A next connection is available in 55 minutes."",""result"":""yes""}",A next connection is available in 55 minutes and you requested also a next one. Let me search for it.,,"request(duration)&inform(alternative=""next"")",time requirements and next connection,confirm: alternative=next; reply: duration=55 minutes,confirm-reply,time requirements and next connection
923877062,4/1/2016 14:05:27,1946326347,4/1/2016 13:50:02,false,cf_internal,0.75,37112991,USA,VA,Ashburn,54.221.83.184,"{""text"":""Well, you want next connection. It goes for 55 minutes."",""result"":""yes""}","Well, you want next connection. It goes for 55 minutes.",,"request(duration)&inform(alternative=""next"")",time requirements and next connection,confirm: alternative=next; reply: duration=55 minutes,confirm-reply,time requirements and next connection
