_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,validation_log,abstr_da,abstr_utt,da,type,utt
913647819,3/21/2016 16:57:39,1930522740,3/21/2016 16:54:43,false,elite,1.0,36350388,USA,FL,Fort Myers,76.1.161.140,"{""text"":""I'm sad to say I can not find a schedule at 7:00 am."",""result"":""yes""}",I'm sad to say I can not find a schedule at 7:00 am.,,"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",schedule at *NUMBER in the *AMPM,"*=notfound, departure_time=7:00, ampm=am",apologize,schedule at seven in the morning
913647819,3/21/2016 17:08:09,1930529547,3/21/2016 17:07:03,false,clixsense,0.6667,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""no connections found at 7:00 am "",""result"":""yes""}",no connections found at 7:00 am,,"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",schedule at *NUMBER in the *AMPM,"*=notfound, departure_time=7:00, ampm=am",apologize,schedule at seven in the morning
913647819,3/21/2016 17:14:06,1930536394,3/21/2016 17:12:16,false,clixsense,0.5833,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""I apologize but such a info not found from 7:00 am."",""result"":""yes""}",I apologize but such a info not found from 7:00 am.,,"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",schedule at *NUMBER in the *AMPM,"*=notfound, departure_time=7:00, ampm=am",apologize,schedule at seven in the morning
913647820,3/21/2016 16:57:39,1930522741,3/21/2016 16:54:43,false,elite,1.0,36350388,USA,FL,Fort Myers,76.1.161.140,"{""text"":""In 30 minutes, from what station and to what direction?"",""result"":""yes""}","In 30 minutes, from what station and to what direction?",,"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",connection in *NUMBER minutes,"confirm: departure_time_rel=0:30; request: from_stop=?, to_stop=?",confirm-request,connection in thirty minutes
913647820,3/21/2016 17:08:09,1930529548,3/21/2016 17:07:03,false,clixsense,0.6667,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""in 30 minutes from where to where"",""result"":""yes""}",in 30 minutes from where to where,,"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",connection in *NUMBER minutes,"confirm: departure_time_rel=0:30; request: from_stop=?, to_stop=?",confirm-request,connection in thirty minutes
913647820,3/21/2016 17:14:06,1930536397,3/21/2016 17:12:16,false,clixsense,0.5833,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""Yes, 30 minutes but from where?Where would you like to go?"",""result"":""yes""}","Yes, 30 minutes but from where?Where would you like to go?",,"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",connection in *NUMBER minutes,"confirm: departure_time_rel=0:30; request: from_stop=?, to_stop=?",confirm-request,connection in thirty minutes
913647821,3/21/2016 16:59:04,1930524045,3/21/2016 16:57:40,false,elite,1.0,36350388,USA,FL,Fort Myers,76.1.161.140,"{""text"":""In 20 minutes, from what station and to what direction?"",""result"":""yes""}","In 20 minutes, from what station and to what direction?",,"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",yes connection in *NUMBER minutes,"confirm: departure_time_rel=0:20; request: from_stop=?, to_stop=?",confirm-request,yes connection in twenty minutes
913647821,3/21/2016 17:09:21,1930530617,3/21/2016 17:08:10,false,clixsense,0.6667,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""takes 20 minutes from where to where"",""result"":""yes""}",takes 20 minutes from where to where,,"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",yes connection in *NUMBER minutes,"confirm: departure_time_rel=0:20; request: from_stop=?, to_stop=?",confirm-request,yes connection in twenty minutes
913647821,3/21/2016 18:09:10,1930628861,3/21/2016 17:47:45,false,clixsense,0.6667,31738779,CAN,QC,Montréal,67.68.135.40,"{""text"":""Where are you going to and where are in departing from in 20 minutes."",""result"":""yes""}",Where are you going to and where are in departing from in 20 minutes.,,"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",yes connection in *NUMBER minutes,"confirm: departure_time_rel=0:20; request: from_stop=?, to_stop=?",confirm-request,yes connection in twenty minutes
913647822,3/21/2016 16:47:34,1930508469,3/21/2016 16:45:10,false,elite,1.0,36350388,USA,FL,Fort Myers,76.1.161.140,"{""text"":""From what station and to what destination?"",""result"":""yes""}",From what station and to what destination?,,"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",what is the connection in *NUMBER an hour,"from_stop=?, to_stop=?",request,what is the connection in half an hour
913647822,3/21/2016 17:38:37,1930585948,3/21/2016 17:37:20,false,clixsense,0.6667,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""from where to where, please"",""result"":""yes""}","from where to where, please",,"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",what is the connection in *NUMBER an hour,"from_stop=?, to_stop=?",request,what is the connection in half an hour
913647822,3/21/2016 20:10:33,1930722753,3/21/2016 19:57:25,false,clixsense,0.6667,21875134,GBR,"","",91.125.217.250,"{""text"":""Where are you traveling from and where are you going?"",""result"":""yes""}",Where are you traveling from and where are you going?,,"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",what is the connection in *NUMBER an hour,"from_stop=?, to_stop=?",request,what is the connection in half an hour
913647823,3/21/2016 16:57:39,1930522739,3/21/2016 16:54:43,false,elite,1.0,36350388,USA,FL,Fort Myers,76.1.161.140,"{""text"":""I'm sorry there is no connection to Rockefeller Center."",""result"":""yes""}",I'm sorry there is no connection to Rockefeller Center.,,"inform(from_stop=""*STREET"")",i would like to go from *STOP to,"*=notfound, from_stop=Rockefeller Center",apologize,i would like to go from Rockefeller Center to
913647823,3/21/2016 17:08:09,1930529543,3/21/2016 17:07:03,false,clixsense,0.6667,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""no connections found from Rockefeller Center"",""result"":""yes""}",no connections found from Rockefeller Center,,"inform(from_stop=""*STREET"")",i would like to go from *STOP to,"*=notfound, from_stop=Rockefeller Center",apologize,i would like to go from Rockefeller Center to
913647823,3/21/2016 17:14:06,1930536399,3/21/2016 17:12:16,false,clixsense,0.5833,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""I apologize but such a connection from Rockefeller Center has not been found."",""result"":""yes""}",I apologize but such a connection from Rockefeller Center has not been found.,,"inform(from_stop=""*STREET"")",i would like to go from *STOP to,"*=notfound, from_stop=Rockefeller Center",apologize,i would like to go from Rockefeller Center to
913647824,3/21/2016 16:47:34,1930508473,3/21/2016 16:45:10,false,elite,1.0,36350388,USA,FL,Fort Myers,76.1.161.140,"{""text"":""A next connection."",""result"":""yes""}",A next connection.,,"inform(alternative=""next"")",is there a connection after that,alternative=next,confirm,is there a connection after that
913647824,3/21/2016 17:38:37,1930585947,3/21/2016 17:37:20,false,clixsense,0.6667,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""you need connections later, of course"",""result"":""yes""}","you need connections later, of course",,"inform(alternative=""next"")",is there a connection after that,alternative=next,confirm,is there a connection after that
913647824,3/21/2016 20:10:33,1930722749,3/21/2016 19:57:25,false,clixsense,0.6667,21875134,GBR,"","",91.125.217.250,"{""text"":""You want a later connection."",""result"":""yes""}",You want a later connection.,,"inform(alternative=""next"")",is there a connection after that,alternative=next,confirm,is there a connection after that
913647825,3/21/2016 16:49:55,1930510502,3/21/2016 16:47:35,false,elite,1.0,36350388,USA,FL,Fort Myers,76.1.161.140,"{""text"":""From Fulton Street To Houston Street."",""result"":""yes""}",From Fulton Street To Houston Street.,,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")",can i go from *STOP to *STOP,"from_stop=Fulton Street, to_stop=Houston Street",confirm,can i go from Fulton Street to Houston Street
913647825,3/21/2016 17:39:33,1930587232,3/21/2016 17:38:37,false,clixsense,0.6667,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""from Fulton Street to Houston Street"",""result"":""yes""}",from Fulton Street to Houston Street,,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")",can i go from *STOP to *STOP,"from_stop=Fulton Street, to_stop=Houston Street",confirm,can i go from Fulton Street to Houston Street
913647825,3/21/2016 18:25:46,1930645474,3/21/2016 18:14:42,false,clixsense,0.6667,31738779,CAN,QC,Montréal,67.68.135.40,"{""text"":""I'll check for a route form Fulton Street to Houston Street."",""result"":""yes""}",I'll check for a route form Fulton Street to Houston Street.,,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")",can i go from *STOP to *STOP,"from_stop=Fulton Street, to_stop=Houston Street",confirm,can i go from Fulton Street to Houston Street
913647826,3/21/2016 16:49:55,1930510500,3/21/2016 16:47:35,false,elite,1.0,36350388,USA,FL,Fort Myers,76.1.161.140,"{""text"":""By subway."",""result"":""yes""}",By subway.,,"inform(vehicle=""*VEHICLE"")",want to find a *VEHICLE connection,vehicle=subway,confirm,want to find a subway connection
913647826,3/21/2016 17:39:33,1930587238,3/21/2016 17:38:37,false,clixsense,0.6667,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""take the subway"",""result"":""yes""}",take the subway,,"inform(vehicle=""*VEHICLE"")",want to find a *VEHICLE connection,vehicle=subway,confirm,want to find a subway connection
913647826,3/21/2016 18:25:46,1930645484,3/21/2016 18:14:42,false,clixsense,0.6667,31738779,CAN,QC,Montréal,67.68.135.40,"{""text"":""I'll check for a subway connection."",""result"":""yes""}",I'll check for a subway connection.,,"inform(vehicle=""*VEHICLE"")",want to find a *VEHICLE connection,vehicle=subway,confirm,want to find a subway connection
913647827,3/21/2016 16:47:34,1930508476,3/21/2016 16:45:10,false,elite,1.0,36350388,USA,FL,Fort Myers,76.1.161.140,"{""text"":""From Dyckman Street to Bowling Green by bus."",""result"":""yes""}",From Dyckman Street to Bowling Green by bus.,,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")",i need to find the *VEHICLE connection from *STOP to *STOP,"from_stop=Dyckman Street, to_stop=Bowling Green, vehicle=bus",confirm,i need to find the bus connection from Dyckman Street to Bowling Green
913647827,3/21/2016 17:38:37,1930585945,3/21/2016 17:37:20,false,clixsense,0.6667,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""take the bus from Dyckman Street to Bowling Green"",""result"":""yes""}",take the bus from Dyckman Street to Bowling Green,,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")",i need to find the *VEHICLE connection from *STOP to *STOP,"from_stop=Dyckman Street, to_stop=Bowling Green, vehicle=bus",confirm,i need to find the bus connection from Dyckman Street to Bowling Green
913647827,3/21/2016 20:10:33,1930722754,3/21/2016 19:57:25,false,clixsense,0.6667,21875134,GBR,"","",91.125.217.250,"{""text"":""OK, you want a bus connection from Dyckman Street to Bowling Green."",""result"":""yes""}","OK, you want a bus connection from Dyckman Street to Bowling Green.",,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")",i need to find the *VEHICLE connection from *STOP to *STOP,"from_stop=Dyckman Street, to_stop=Bowling Green, vehicle=bus",confirm,i need to find the bus connection from Dyckman Street to Bowling Green
913647828,3/21/2016 16:49:55,1930510499,3/21/2016 16:47:35,false,elite,1.0,36350388,USA,FL,Fort Myers,76.1.161.140,"{""text"":""I'm sad to say there is no connection to Central Park."",""result"":""yes""}",I'm sad to say there is no connection to Central Park.,,"inform(to_stop=""*STREET"")",i'm going to *STOP,"*=notfound, to_stop=Central Park",apologize,i'm going to Central Park
913647828,3/21/2016 17:39:33,1930587235,3/21/2016 17:38:37,false,clixsense,0.6667,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""no conenctions found to Central Park"",""result"":""yes""}",no conenctions found to Central Park,,"inform(to_stop=""*STREET"")",i'm going to *STOP,"*=notfound, to_stop=Central Park",apologize,i'm going to Central Park
913647828,3/21/2016 18:25:46,1930645481,3/21/2016 18:14:42,false,clixsense,0.6667,31738779,CAN,QC,Montréal,67.68.135.40,"{""text"":""I did not find a route to Central Park."",""result"":""yes""}",I did not find a route to Central Park.,,"inform(to_stop=""*STREET"")",i'm going to *STOP,"*=notfound, to_stop=Central Park",apologize,i'm going to Central Park
