_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,validation_log,abstr_da,abstr_utt,da,type,utt
922714938,3/31/2016 15:30:32,1944939527,3/31/2016 15:28:34,false,prodege,1.0,36261795,CAN,"","",104.163.159.103,"{""text"":""I uderstand you want to leave later. The next connection is in 55 minutes."",""result"":""yes""}",I uderstand you want to leave later. The next connection is in 55 minutes.,,"request(duration)&inform(alternative=""next"")",time requirements and next connection,confirm: alternative=next; reply: duration=55 minutes,confirm-reply,time requirements and next connection
922714939,3/31/2016 15:01:31,1944904496,3/31/2016 15:00:05,false,zoombucks,1.0,4711962,CAN,ON,Markham,76.68.127.235,"{""text"":""from broad street to cortlandt street"",""result"":""yes""}",from broad street to cortlandt street,,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")",lost connection from *STOP to *STOP,"from_stop=Broad Street, to_stop=Cortlandt Street",confirm,lost connection from Broad Street to Cortlandt Street
922714940,3/31/2016 14:42:35,1944881323,3/31/2016 14:41:07,false,elite,1.0,36350388,USA,FL,Lehigh Acres,76.1.167.61,"{""text"":""In 30 minutes."",""result"":""yes""}",In 30 minutes.,,"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",is there a connection in *NUMBER an hour,departure_time_rel=0:30,confirm,is there a connection in half an hour
922714941,3/31/2016 14:42:35,1944881320,3/31/2016 14:41:07,false,elite,1.0,36350388,USA,FL,Lehigh Acres,76.1.167.61,"{""text"":""At 10 minutes."",""result"":""yes""}",At 10 minutes.,,"inform(departure_time_rel=""*TIME_REL"")",in *NUMBER minutes,departure_time_rel=0:10,confirm,in ten minutes
922714942,3/31/2016 15:16:17,1944921211,3/31/2016 15:10:30,false,neodev,1.0,23597630,GBR,I9,Norwich,81.107.74.50,"{""text"":""You wan't any type of connections?"",""result"":""yes""}",You wan't any type of connections?,,"inform(alternative=""dontcare"")",are there any connections,alternative=dontcare,confirm,are there any connections
922714943,3/31/2016 15:01:31,1944904499,3/31/2016 15:00:05,false,zoombucks,1.0,4711962,CAN,ON,Markham,76.68.127.235,"{""text"":""take line 4 subway at 4:02pm from bleecker street dir rockefeller center"",""result"":""yes""}",take line 4 subway at 4:02pm from bleecker street dir rockefeller center,,"inform(vehicle=""*VEHICLE"")",a way to go not by *VEHICLE,"departure_time=4:02pm, from_stop=Bleecker Street, vehicle=subway, line=4, direction=Rockefeller Center",reply,a way to go not by subway
922714944,3/31/2016 15:16:17,1944921212,3/31/2016 15:10:30,false,neodev,1.0,23597630,GBR,I9,Norwich,81.107.74.50,"{""text"":""So you want a transportation from Dyckman Street to Penn Station ?"",""result"":""yes""}",So you want a transportation from Dyckman Street to Penn Station ?,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",*STOP going to *STOP,"from_stop=Dyckman Street, to_stop=Penn Station",confirm,Dyckman Street going to Penn Station
922714945,3/31/2016 14:42:35,1944881324,3/31/2016 14:41:07,false,elite,1.0,36350388,USA,FL,Lehigh Acres,76.1.167.61,"{""text"":""A later connection."",""result"":""yes""}",A later connection.,,"inform(alternative=""next"")",is there another connection after,alternative=next,confirm,is there another connection after
922714946,3/31/2016 15:02:56,1944905761,3/31/2016 14:57:10,false,clixsense,1.0,21875134,GBR,"","",91.125.217.250,"{""text"":""OK, you want to leave from Bowery."",""result"":""yes""}","OK, you want to leave from Bowery.",,"inform(from_stop=""*STREET"")",i am leaving from *STOP and heading towards *STOP,from_stop=Bowery,confirm,i am leaving from Bowery and heading towards *STOP
922714947,3/31/2016 15:30:32,1944939532,3/31/2016 15:28:34,false,prodege,1.0,36261795,CAN,"","",104.163.159.103,"{""text"":""I understand you want to take the subway."",""result"":""yes""}",I understand you want to take the subway.,,"inform(vehicle=""*VEHICLE"")",is there a connection by *VEHICLE,vehicle=subway,confirm,is there a connection by subway
922714948,3/31/2016 15:02:56,1944905767,3/31/2016 14:57:10,false,clixsense,1.0,21875134,GBR,"","",91.125.217.250,"{""text"":""I'm sorry, I was unable to find you a subway connection."",""result"":""yes""}","I'm sorry, I was unable to find you a subway connection.",,"inform(vehicle=""*VEHICLE"")",a *NUMBER o clock *VEHICLE,"*=notfound, vehicle=subway",apologize,a *NUMBER o clock subway
922714949,3/31/2016 15:15:19,1944920091,3/31/2016 15:11:53,false,clixsense,1.0,10390268,USA,NY,Highland,100.40.138.142,"{""text"":""I'm sorry I cannot find a connection after"",""result"":""yes""}",I'm sorry I cannot find a connection after,,"inform(alternative=""next"")",is there another connection after,"*=notfound, alternative=next",apologize,is there another connection after
922714950,3/31/2016 15:16:17,1944921214,3/31/2016 15:10:30,false,neodev,1.0,23597630,GBR,I9,Norwich,81.107.74.50,"{""text"":""For the next connection?"",""result"":""yes""}",For the next connection?,,"request(duration)&inform(alternative=""next"")",what about time requirements to find out the next connection,alternative=next,confirm,what about time requirements to find out the next connection
922714951,3/31/2016 15:15:19,1944920096,3/31/2016 15:11:53,false,clixsense,1.0,10390268,USA,NY,Highland,100.40.138.142,"{""text"":""I'm sorry, I cannot find a subway connection from Park Place to Roosevelt Island."",""result"":""yes""}","I'm sorry, I cannot find a subway connection from Park Place to Roosevelt Island.",,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")",i want to find a *VEHICLE connection from *STOP to *STOP,"*=notfound, from_stop=Park Place, to_stop=Roosevelt Island, vehicle=subway",apologize,i want to find a subway connection from Park Place to Roosevelt Island
922714952,3/31/2016 15:15:19,1944920083,3/31/2016 15:11:53,false,clixsense,1.0,10390268,USA,NY,Highland,100.40.138.142,"{""text"":""I'm sorry I cannot find a subway"",""result"":""yes""}",I'm sorry I cannot find a subway,,"inform(vehicle=""*VEHICLE"")",i would like to take the *VEHICLE,"*=notfound, vehicle=subway",apologize,i would like to take the subway
922714953,3/31/2016 15:30:32,1944939518,3/31/2016 15:28:34,false,prodege,1.0,36261795,CAN,"","",104.163.159.103,"{""text"":""I'm really sorry but the required transportation by subway at 10:00 to Delancey Street is not found"",""result"":""yes""}",I'm really sorry but the required transportation by subway at 10:00 to Delancey Street is not found.,,"inform(to_stop=""*STOP"")&inform(departure_time=""*TIME"")&inform(vehicle=""*VEHICLE"")",i would like *NUMBER o'clock *VEHICLE to *STOP,"*=notfound, to_stop=Delancey Street, departure_time=10:00, vehicle=subway",apologize,i would like ten o'clock subway to Delancey Street
922714954,3/31/2016 14:42:35,1944881321,3/31/2016 14:41:07,false,elite,1.0,36350388,USA,FL,Lehigh Acres,76.1.167.61,"{""text"":""I'm sorry I can not find a next connection."",""result"":""yes""}",I'm sorry I can not find a next connection.,,"inform(alternative=""next"")",is there a departure at a later time,"*=notfound, alternative=next",apologize,is there a departure at a later time
