_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,abstr_da,abstr_utt,da,type,utt
882763005,2/15/2016 11:02:02,1894370327,2/15/2016 10:53:47,false,clixsense,0.5,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""Next available connection is today alt 3:00pm."",""result"":""yes""}","Alt, next  available connection is today at 3:00pm.","inform(alternative=""next"")",is there a later alternative,alternative=next,confirm,is there a later alternative
882763005,2/15/2016 11:02:46,1894370877,2/15/2016 10:54:41,false,zoombucks,0.5,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""you will be there at the next alternative vehicle"",""result"":""yes""}",you will be there at the next alternative vehicle,"inform(alternative=""next"")",is there a later alternative,alternative=next,confirm,is there a later alternative
882763005,2/15/2016 20:26:14,1894802184,2/15/2016 20:21:40,false,prodege,0.3333,16101132,GBR,G1,Hounslow,5.66.95.255,"{""text"":""There is a later alternative it is in the next hour."",""result"":""yes""}",There is a later alternative it is in the next hour.,"inform(alternative=""next"")",is there a later alternative,alternative=next,confirm,is there a later alternative
882763006,2/15/2016 11:02:02,1894370320,2/15/2016 10:53:47,false,clixsense,0.5,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""7:43pm today,thank you."",""result"":""yes""}","7:43pm today,thank you.","request(arrival_time=""*ARRIVAL_TIME"")",what's the arrival time at the destination,arrival_time=7:43pm,reply,what's the arrival time at the destination
882763006,2/15/2016 11:02:46,1894370881,2/15/2016 10:54:41,false,zoombucks,0.5,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""you will be arrived at destination stop 7:43pm"",""result"":""yes""}",you will be arrived at destination stop 7:43pm,"request(arrival_time=""*ARRIVAL_TIME"")",what's the arrival time at the destination,arrival_time=7:43pm,reply,what's the arrival time at the destination
882763006,2/15/2016 20:26:14,1894802186,2/15/2016 20:21:40,false,prodege,0.3333,16101132,GBR,G1,Hounslow,5.66.95.255,"{""text"":""You will arrive at about 7:43pm."",""result"":""yes""}",You will arrive at about 7:43pm.,"request(arrival_time=""*ARRIVAL_TIME"")",what's the arrival time at the destination,arrival_time=7:43pm,reply,what's the arrival time at the destination
882763007,2/15/2016 11:02:02,1894370321,2/15/2016 10:53:47,false,clixsense,0.5,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""So, you are asking me for the next transportation from Penn Station to where? Wright.I am not sure right now because my PC system is rebooting.I apologize for that and if you could give us a call back in a few minutes we will be more than happy to help you.Thank you "",""result"":""yes""}","So, you are asking me for the next transportation from Penn Station to where? Wright.I am not sure right now because my PC system is rebooting.I apologize for that and if you could give us a call back in a few minutes we will be more than happy to help you.Thank you","inform(from_stop=""*STOP"")",yes i would like to know when i could catch the next transportation from *STOP,to_stop=?,request,yes i would like to know when i could catch the next transportation from Penn Station
882763007,2/15/2016 11:02:46,1894370880,2/15/2016 10:54:41,false,zoombucks,0.5,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""you can catch the next transportation from stop Penn Station to what stop"",""result"":""yes""}",you can catch the next transportation from stop Penn Station to what stop,"inform(from_stop=""*STOP"")",yes i would like to know when i could catch the next transportation from *STOP,to_stop=?,request,yes i would like to know when i could catch the next transportation from Penn Station
882763007,2/15/2016 20:26:14,1894802188,2/15/2016 20:21:40,false,prodege,0.3333,16101132,GBR,G1,Hounslow,5.66.95.255,"{""text"":""Where would you like to travel to?"",""result"":""yes""}",Where would you like to travel to?,"inform(from_stop=""*STOP"")",yes i would like to know when i could catch the next transportation from *STOP,to_stop=?,request,yes i would like to know when i could catch the next transportation from Penn Station
882763023,2/15/2016 11:02:02,1894370328,2/15/2016 10:53:47,false,clixsense,0.5,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""To where you would like to go from Times Square?"",""result"":""yes""}",To where you would like to go from Times Square?,"inform(from_stop=""*STREET"")",i would like to go from *STOP,to_stop=?,request,i would like to go from Times Square
882763023,2/15/2016 11:02:46,1894370875,2/15/2016 10:54:41,false,zoombucks,0.5,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""you can go to from  stop Time Square to what stop"",""result"":""yes""}",you can go to from  stop Time Square to what stop,"inform(from_stop=""*STREET"")",i would like to go from *STOP,to_stop=?,request,i would like to go from Times Square
882763023,2/15/2016 20:26:14,1894802192,2/15/2016 20:21:40,false,prodege,0.3333,16101132,GBR,G1,Hounslow,5.66.95.255,"{""text"":""Where would you like to travel to?"",""result"":""yes""}",Where would you like to travel to?,"inform(from_stop=""*STREET"")",i would like to go from *STOP,to_stop=?,request,i would like to go from Times Square
882763026,2/15/2016 11:02:02,1894370322,2/15/2016 10:53:47,false,clixsense,0.5,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""Bus is the vehicle you are asking me for? And from where you want to go and when, which time,please?"",""result"":""yes""}","Bus is the vehicle you are asking me for? And from where you want to go and when, which time,please?","inform(vehicle=""*VEHICLE"")",i want to take a *VEHICLE,"confirm: vehicle=bus; request: from_stop=?, to_stop=?",confirm-request,i want to take a bus
